일자,언론사,제목,통합 분류1,키워드,특성추출
1999-03-22,국제신문,외국어 어렵지 않아요',문화-생활,"외국어,렉스코리아,쓰리,트르,꺄트르,16일,수영구,아파트,유아원,아이,초등학생,아이,엄마,아빠,노래,외국어,학원,수업시간,영어,러시아어,중국어,어른아이,가족들,노래,놀이,특이,분위기,렉스코리아,다문화,추구,사람들,모임,일본서,시작,단체,부산지부,렉스,코리아,부산,지부,2월,모임,신입회원,접수중,렉스,코리아,회원,사이,파티,모임,1주일,번씩,회원들,한자리,외국어,자리,각자자신,외국어,순서,외국,동요,놀이도중,한국말,조심,테이크,케어,키요츠게떼,땅신,각국,이날,모임,교대,부속,초등학교,이종석,영어,소개,초등학생,발음,자신,소개,엄마,자랑,영어,일본어,서미경씨,종석이,엄마,서미경,남들,영어공부,외국인,한마디,아이,렉스,가입,거리낌,외국어,렉스,가입,평소,아들,외국어,얘기,렉스,흐름,모임,리더격,펠로우,김정애씨,소개,렉스,코리아,아이들,나라,외국어,어린아이,외국어,도움,공부,개념,외국어,아기,환경,렉스,운영방침,렉스,외국어,영어,한국어,불어,독일어,중국어,일본어,스페인어,이태리어러,시아어,국어,평소,이야기,국어,테이프,언어,1주일,가량,모임,외국어,일종,배경,음악,역할,렉스,테이프,교재,평소,실력,렉스,교류,국가,홈스테이,4년,창원,렉스,회원,활동,일본,주부,간손님,경험,주부,한병혜,36,,수영구,남천동,렉스,가입,6개월,외국인,경험,4인,가족,회비","렉스,외국어,코리아,수영구,중국어,렉스코리아,1주일,외국인,일본어,회원들,홈스테이,일본서,이태리어러,종석이,아이들,테이크,키요츠게떼,땅신,꺄트르,한국말,각국"
1999-03-22,경향신문,-20세기의 얼굴-(11)영파워와 시민운동의 점화,문화-출판,"20세기,얼굴,영파워,시민운동,점화,알링톤,미국,버지니아,뉴지엄,미국,언론인들,학자들,세기,세계사,사건,응답,결과,필자,흥미,1968년,전후,세계,학생,운동,청년,반란,사건,포함,사실,사건,비틀즈,출현,정도,오늘날,미국,지식계,1960,,학생,운동,적극,가담,동조,진보적,사람들,주도적,위치,차지,사실,응답,결과,의외,느낌,세계,진동,청년,운동,흔적,사실,한편,역사,의미,방향,세기,세계사,청년운동,후진국형,선진국형,후진국,청년,운동,모델,러시아,인텔리겐치아형,외세,전제,지배,가난,기본인권,유린,세계,인텔리겐치아형,청년들,환경,자신,출신계급,불우,민중,대변,혁명가들,중국,5.4운동,이념적,민족주의,자유주의,표방,마르크스주의,이념,사회주,혁명,후진국,문제들,해결,유일,대안,듯이,생각,1917년,러시아혁명,1980년대,니카라,산디니스타,운동,세기,세계,청년운동,유형,선진국,청년,운동,우세,현상,1960.70년대,선진,산업,사회,신좌파,중심,전개,프랑스,혁명가,미국,일기예보자들,영국,여단,이탈리아,여단,독일,바더,마인호프단,일본,적군파들,국가,자주,인권문제,정도,해결,선진국,혁명가들,자본주의,체제,타도,정치혁명가들,동시,기성세대,생활방식,근본적,문화혁명가들,운동,외세배격,가난해결,인권보장,후진국적,해결,관료화,기술지배체제,상실,인간성,회복,소외문제,해결,사회,실체,권위,권위,인간,총체,해방,희망,아나키스트,선진국,청년,운동,마르크스주의,후진국,청년,운동,체질적,운동,세계적,운동,선진국,마르크스주의자들,전후,학생봉기,프랑스,서독,이탈리아,학생들,노동계급,협력,노동자들,갈등,미국,학생들,노동자,불우,세력,흑인,제휴,실제,선진국,청년운동,후진국,청년운동,흡수,의미,결과,청년운동,마르크스주의,운동,선진국,학생운동,마르크스주의,자본주의,체제,대안,마련,의도,권위,저항,아나키즘,혁명운동,구체적,제시,이념,이론,행동지침,마르크스주의,대안,듯이,신좌파,거부,구좌파,입장,신좌파,혁명,방법,후진국,인텔리겐치아,혁명가,도리,베트남,전쟁,헤이든,미국,급진파,청년,적국,북베트남,세계,혁명가,게바라,호치민,마오쩌둥,우상,결과,청년운동,선진국,후진국,후진국,선진국,현상,1980년대,소련,동유럽,사회주의,체제,청년운동,후진국형,선진국형,쇠퇴,운동,마르크스주의,의문,제기,청년운동,마르크스주의,물거품,대항문화,counterculture,신좌파,문화혁명,히피,세력,산발적,1969년,우드스톡,축전,대대적,과시,현상,1969년,뉴욕주,마을,45만,청년,거대,록음악제,기성세대,세대,출현,신호탄,해방,마약사용,여성,소수민족,동성애자,자기표현,태도,다문화주의,multiculturalism,예언자들,마르크스주의,바탕,정치혁명,전념,후진국,청년,운동가,질적,종류,청년들,선진국,유형,청년들,세대,노동당,영국,해롤드,윌슨,선거연령,18세,막강,정치력,사람들,소비자,무시,거대,세력,자본주의적,부르주아적,사회,타도,운영방식,사회구성원들,생활방식,성공,마르크주의,영향,사실,사회주의자,사람들,클린턴,탄핵,세대,우세,미국,사회,분위기,덕분,시대,변화,간파,청년운동,전통,시민단체들,정부,단체,마르크스주의,이념,소련,체제,혁명,권위,저항,환경,인권,반핵,군축,낙태,구체적,분야,실천,성과,단일문제,single-issues,운동들,장기적,질적,변화,무대,업적,이주영,42년,서강대대학원,서양사,미국,역사적,의미,저서,서양,역사,교수,건국대,사학과,풍요,낭만,불안,베이비,세대,1960.70년대,선진국,학생운동,베이비,세대,출현,중요,작용,제2차,대전,1946년,1963년,경제적,여유,세대,미국,클린턴,대통령,독일,슈뢰더,총리,젊은이,반란,가담,사람들,포함,1930년대,공황,초반,제2차,대전,불행,시절,부모,세대,풍요,사회,사람들,스포크,박사,육아법,영향,부모들,헌신적,뒷바라지,사람들,성장배경,세상사,태도,원칙,이상주의의,입각,생각,특징,낭만주의적,기질,고생,부모,세대,나약,인내심,부족,자신들,장래,불안감,세대,불안감,대학생,세대,대학,학생,초만원,학교,불만,졸업후,취업문제,두려움,불만,취업문,전공,대학생,버클리,학생,반란,마리오,새비오,철학,전공,학생,사실,극명,불만,철학,문학,신학,역사학,인문학과,심리학,언어학,학생들,사회,과학,전공,학생,베이비,세대,중년,중견세력,타도,체제,수호자,도전,세대,당부,세력,보수세력,부모,세대,진보적,성향,세대","미국,선진국,혁명가,후진국,마르크스주의,청년운동,신좌파,사람들,후진국형,20세기,학생들,혁명가들,영국,자본주의,청년들,인텔리겐치아형,선진국형,독일,프랑스,기성세대,노동자,클린턴,소련,러시아,세계사"
1999-03-25,부산일보,(강습)온누리수족침학회부산지부..,사회-여성,"온누리수족침학회부산지부,강습,온누리수족침학회부산지부,온누리수족침학회부산지부,수족침,무료강좌,사하독서문화원,중등학생,논술,NIE,신문활용교육,교실,부산시립중앙도서관,민요,생활용품,사진,생활,한문,생활,용품,무료강좌,어진샘노인종합복지관,치매관련,무료건강강좌,반송종합사회복지관,한복,조리사,미용사자격증,성인피아노,가족,미용,청춘,건강,성인,피아노,컴퓨터교실,두송복지관,아동,청소년,컴퓨터,동화,구연,퀼트인테리어,가족,머리,손질,미용사,자격증,교실,백양종합사회복지관,출장,가정요리,조리사,자격증,에어로빅,서예반,아동,미술,교실,중구종합사회복지관,중급,수화교실,장선종합사회복지관,청소년,검도교실,수화,컴퓨터,검도,교실,어린이,디딤돌,학습,영어,색동,그림방,피아노,일반,홈패션,생활,한복,야간,장구,교실,종이,해운대종합사회복지관,한식조리사,출장,요리사,양분식,창업,서예,요가,건강,댄스,볼링,교실,죽로다문화원,야간,다도교실,한자교육연수원,한자교육,공개강좌,해운대문화예술원,데생,수채화,유화,서양,무료,강좌,사상구청소년수련관,청소년,상담,카운셀러,대학,여성,NIE공개강좌,패션코사지,교육,피부,미용,전문,메이크업,패치워크,퀼트,헤어,정보,검색사,스텐실,서구종합사회복지관,간병인교육,요가,지압,교실,금곡종합사회복지관,홈패션,양재,기초,생활,한복,코바늘뜨개,종이,공예,가족머리손질반,구덕도서관,PC기초.통신,인터넷,무료강좌,인터넷,교실,무료,강좌,동일예지원,꽃꽂이,부케,전문,여성,노래,교실,코사지반,동래종합사회복지관,한정식영업,분식,먹거리,분식,피부,미용사,제과,제빵사,한식,조리사,양재,옷수선,미용사,직업,강좌,피아노,생활,요리,취미반,부산시여성회관,기초발성법,노래,노래,교실,특별,강좌,경남정보대사회교육원,웨딩용,드레스,파티,아동,강좌,글나라아동문학연구소,동화창작법,수필,주부동화창작교실,문화연구회,오일선,선생,초청,명상,특별,강좌,함지골청소년수련원,어린이,뇌호흡,영어,교실,리드,일반,컴퓨터,기초,액셀,경락마사지,종이,영어회화,은율국악회,가야금,태평소,대금,단소,피리,아쟁,국악,강습회,남산정사회복지관,PC통신,인터넷,정보,검색,홈페이지,인터넷교육,부산사회체육센터서면지회,수영,검도,노래교실,생활,스포츠,한국,무용,노래,교실,여가프로그램","미용사,무료강좌,조리사,홈패션,양재,가족머리손질반,노래교실,자격증,퀼트인테리어,홈페이지,취미반,한식조리사,미용사자격증,온누리수족침학회부산지부,성인피아노,뇌호흡,액셀,서예반"
1999-03-30,매일경제,(COLLECTION) 올 봄 거리를 질주한다,문화-생활,"거리,질주,거리,빨강,분홍,노랑,연두,정열적,원색,얼마전,반영,우울,회색계열,무채색,유행,대조적,미래,2000년,눈앞,세기,시작,의식,원색,의상,반영,패션전문가들,거리,진단,파리,뉴욕,밀라노,런던,세계,유명,컬렉션,디자이너,선택,색상,원색,구치,베르사체,질샌더,안나수이,크리스찬,디올,연출,무대,정열,그동안,디자인,최소,색상,사용,단순,세련,의상,난해,180도,모습,유행,주도,구치,꽃무늬,문양,정열적,원색,사용,베르사체,네온,NEON,느낌,원색,의상,등장,주목,구치,베르사체,소수민족,인디언,남미아프리카,원주민,속의,차용,장식,사용,다민족,다문화,주의,반영,원색,춘하,시즌,패션,유행,핵심,단어,등장,빨강,분홍,선명,블라우스,셔츠,사용,색상들,겉옷,등장,디자인,단순,주름,리본,활용,장식,자신감,도전적,패션,연출,추세,보수적,패션,고수,샤넬,훼라가모,루이비통,에르메스,브랜드들,미래적,옷들,전통,혁신,조화,기치,브랜드들,자신들,이미지,색상,소재,변화,시도,유행,남성복,색상,디자인,변화,신사정장,평상복,캐주얼화,추세,머리,발끝,스타일,전형,보수적,시대,느낌,신사복,대명사,에르메스,보스,에르메,신세대들,선호,구치,질샌더,프라다,성복,캐주얼,활동성,기능성,중요,디자,요소,반영,에르메스,코리아,마케팅,마케팅,우현주,차장,요즘,남성,편안,선호,경향,소재,신체,움직,정확,재단법,사용,상대방,부담,차림,대표적,멋장,차림,소개,보디백,BODY,BAG,시즌,주목,히트,아이,가방,어깨,관념,무릎,엉덩이,복대,보디백,패션,활동,캐주얼,차림,예고","에르메스,구치,베르사체,보디백,질샌더,런던,밀라노,신사복,다민족,브랜드들,우현주,루이비통,남미아프리카,원주민,눈앞,속의,발끝,신세대들,에르메,움직,회색계열,디자,옷들,크리스찬,자신들,평상복,180도,뉴욕,자신감,다문화,멋장,미래적,기능성,디올"
1999-04-03,경남신문,차문화 깊이 있는 이해 도와,지역-제주,"깊이,이해,도와,울산,장영동,한국,다도,펴내,울산지역,다문화,영동,현대인들,인식,제공,한국,다도,도서출판,저자,입문,기초,수준,문화,이해,사람들,계층,취미,차문화,현대인들,뿌리,자료,독특,해설,선인들,생각,지혜,노래,예시들,정리,오랫동안,공부,주역,문화,대비,해석,한문실력,바탕,선인들,생활,해석,본문,다도,다덕찬가,다경,육우,중국타도철학,한국,다도철학,8부,이명용","한국,울산,영동,선인들,현대인,현대인들,차문화,다덕찬가,예시들,오랫동안,이명용,8부,다문화,한문실력,사람들,중국타도철학,다경,도서출판,울산지역,펴내,도와,장영동,다도철학,다도,해석,문화,이해,수준,선인,육우,깊이,예시,정리,노래,저자,입문,출판"
1999-04-09,부산일보,편운문학상 수상자 선정,문화-출판,"선정,편운,문학상,수상자,선정,편운,문학상,수상자,시인,소설,시인,이제하씨,평론가,최동호,본상,시인,박영호씨,신인상,수상자,편운,문학상,선정,시상식,30일,대강당,서울,동숭동,문예,진흥원,편운문학상,조병화,시인,제정,한국시,지평,시인,평론가,수여,인터,넷플라자협,명예,회장,권철현,국회의원,한나라당,부산,사상갑,9일,정동이벤트홀,서울,한국인터넷플라자협회,창립,대회,명예회장,추대,동남,어문,학회,학술,표회,김재환,동남,어문학,회장,동의대,국어,국문학,교수,10일,제1세미나실,동의대,본관,세미나실,학술발표대회,동남,어문학회,학술,대회,정기총회,회지,발간,회장,황분달,죽로다문화회,생애,감명,한마디,특집,회지,죽로,제10집,발간","서울,동남,수상자,평론가,동의대,편운문학상,명예회장,문학상,편운,한국인터넷플라자협회,김재환,동숭동,죽로다문화회,학술발표대회,황분달,부산,한나라당,사상갑,한마디,국회의원,신인상,박영호,한국,한국시,국문학,정기총회,넷플라자협,죽로,제10집"
1999-04-21,동아일보,경제관료가 영화촬영장에 초대받은 이유,문화-문화일반,"경제관료,영화촬영장,초대,경제관료,영화촬영장,초대,김희경기자,21세기,문화,시대,문화관광부,부서,정책,결정,예산,배정,나중순위,일쑤,문화예산,정부예산,1%,김대중,대통령,대선공약,실현,생각,문화부,고육책,22일,예산청,재정,경제,산업,자원부,경제부처,5급,공무원41명,문화,나들이,초대,경기,남양주,종합촬영소,영화,촬영,현장,서울,영상,벤처,빌딩,게임,애니메이션,영화,제작사,토론,연극관람일정,나들이,행사,기획,영상,업종이,산업화,한지,제조업,중심,관련법규,문화산업,인정,제작사,영화,게임,음반물,벤처기업,영상분야투자,세제혜택,1년,경제부처,예산,협의,문화,중요,설득,현장,직접적,이해,생각,영화진흥과장,유병한,문화부,영화,진흥,과장,경제,관료,문화,현장,만남,문화부,문화,산업,정책,수행,공연장,입장권,통합,전산망,구축,문화,산업,행정,지연,현장,불만","문화부,예산청,음반물,제작사,입장권,업종이,공연장,서울,경제부처,유병한,연극관람일정,대선공약,세제혜택,종합촬영소,관련법규,남양주,김대중,나중순위,촬영소,김희경,제조업,21세기,공무원41명,김희경기자,5급,전산망,영상분야투자,고육책,정부예산,문화예산,문화산업,공무원"
1999-04-27,서울신문,서울 온 유네스코 디엔 다문화교류국장,문화-전시_공연,"서울,유네스코,다문화교류국장,아프리카,문화,탐사,아프리카,아시아,교류,증진,이해,기여,세종문화회관,서울,발표회,아프리카,문화,탐사,26일,서울,유네스코,다문화,교류국장,대한매일,기자회견,아프리카,문화,탐사,의미,요약,자문위원장,아프리카,문화,탐사,자문,위원장,알리온,내한,국장,20세기,가지,과학,기술적,발전,저개발,질병,기아등,그늘,세기,교류,아시아,아프리카,서로,발견,지구상,갈등,대립,문화,갈등,세계,문화,강조,아프리카,문화,본질,인간,예술,예술,인본주의,탐사,여성,소수민족,도시개발,아프리카,문화,한국,아시아국가들,희망,국장,각종,문화,사업,후원,유네스코,문화탐사,노하우,아프리카,아시아,형식적,대화,아프리카,문화,본질,접근,각종,지원,국장,세네갈,출신,프랑스,법학,정치학,공부,72년,유네스코","아프리카,유네스코,아시아,서울,문화탐사,다문화,알리온,기아등,저개발,프랑스,정치학,소수민족,대한매일,지구상,도시개발,기자회견,위원장,교류국장,세네갈,아시아국가들,세종문화회관,인본주의,한국,20세기,다문화교류국장,발표회,자문위원장,문화,국장,탐사,갈등,각종,교류,세기,가지,예술"
1999-04-27,서울신문,새천년 아프리카 대탐사 나선다,국제-중동_아프리카,"대탐사,아프리카,우리나라,아프리카,탐사,사업,대한매일신보사,주최,유네스코,본부,후원,주관,아프리카,문화,탐사,위원회,아프리카,문화,탐사,위원회,위원장,김상우의원,유네스코,본부,평화,문화,구축,문화,대화,노력,일환,2년,45개국,아프리카,대륙,개국,문화,탐사,단체,27일,서울,세종문화회관,국제,회의장,페데리코,마요르,유네스코,사무총장,유네스코,다문화,교류국장,관계자들,유네스코,및한국,관계자,참석,아프리카,문화,탐사,발표회,본격적,활동,김상우위원장,2000년,유엔,평화,문화,2001년,문화,대화,아프리카,탐사,문화,대화,촉진,평화구축,이바지,우리나라,탐사단,탐사,기간,연구진,유네스코,본부,15명,현지,지원인력,자문위원단,도움,탐사,자문위원단,나이지리아,노벨,문학상,수상자,소잉카,윌리,말리,출신의미항공우주국,NASA,천체,물리학자,다이아,체이크,저명인사들,포함,모로코,세네갈,라이베리아,서부,아프리카,탐사,나미비아,마다가스카르,남부,아프리카,수단,이집트,등동,북부,아프리카,8만,자동차,이동,11월,탐사대원,선발,장비구입,준비,12월,광장,파리,에펠탑,출발식,12월,모로코,라바트,이동,새해,첫날,탐사,인터넷,세계,공개,TV다큐멘터리,ABC,CNN,BBC,NHK,France,Culture,ARTE,TV-,3,NDR,Euronews,CD롬,비디오,테이프,DVD,출판물,형태,제작,유네스코,가맹국,184개국,탐사,비용,부담,유네스코,연구진,현지,지원인력,지원비,유네스코,부담,탐사위원회,카메라,자동차,30여억,장비,확보","아프리카,유네스코,우리나라,윌리,모로코,자동차,김상우,위원장,탐사단,발표회,위원회,수상자,페데리코,위원단,세종문화회관,에펠탑,첫날,서울,지원인력,자문위원단,연구진"
1999-04-28,충청투데이,(社說)大田서 일하고 싶다,지역-대전,"大田,대전,각광,도시,변모,행정자치부,지자체,지방,공무원,연고지,배치,희망,조사,결과,대전,공무원,8백,광역,단체,교류,희망자,명중,근무지,공무원,서울,공무원,1백,대산,근무지,고장,대전,1백,서울,84명,경기,광주,서울,지난날,선망,경향,대조적,서울,기피,현상,대전,인식,고무적,대전,위상,증거,정부대전,청사,2년,시점,설문,조사,응답자,49%,본인,가족중,대전,이주,기억,정부대전,청사,근무중,3천,65명,공무원,가족,공무원,대전,이주,63%,2천,75명,예상,대전이주,마음,대전,애정,결과,현상,대전,거부감,도시,부상,얘기,천변고속화,도로,투자,대전,방문,프랑스,트랜스루트,메모트,아시아담당,상무이사,대전,한국내,발전가능성,판단,투자지역,선정,외국인,대전,가능성,도시,현상,대전,가능성,고장,자리매김,대전,교통,요충,부각,93대전엑스포,성공적,개최,도시,위상,시작,정부청사,대전,제2,행정수도,대덕,단지,나라,과학,산실,촉망,벤처기업,메카,부상,대덕단지,주변,2002년,5백,증가,전망,정도,대전,얼마,발전,가능성,도시,대전,도시,위상,도시환경,조성,오늘날,도시,평가,대전시,대전,최고,도시,야심,계획,정도,진척,방향,도시,환경,보장,편리,안전,다문화시설,부족,평가,대전,각광,도시,만족,도시,노력,편집,朴炳紀","공무원,서울,1백,광주,근무지,대덕,희망자,메모트,정부대전,상무이사,가능성,벤처기업,다문화시설,대전엑스포,93대전엑스포,5백,다문화,2천,천변고속화,트랜스루트,지자체,대조적,8백,3천,프랑스,정부청사,응답자,대덕단지,한국,행정자치부,근무중,고무적,행정수도"
1999-04-29,중앙일보,(떠오르는 밀레니엄 작가) 3. 가즈오 이시구로,국제-일본,"이시구로,3.,가즈오,감독,제임스,아이보리,영국색,영화,나날,원작,가즈오,이시구,동명소설,1950년대,배경,전형적,영국,귀족,가문,충직,집사,스티븐스,회고담,소설,일본인,작품,짐작,사람,가즈오,이시구,일본혈통,일본,영국,문학,주역,개인사,집단,역사,회상,피륙,솜씨,세계적,독자,확보,영국문학계,나날,권위,문학상,부커상,태생,일본,나가사키,가즈오,부모,영국,애초,일본,예정,부모,일본,문화,생활습관,82년,장편,언덕풍경,자살,영국,혼자,일본,여성,에츠코,회상,세계대전,와중,황폐,일본,현실,86년,장편,번째,세상,예술가,예문,노년,오노,화가,마스지,회상속,이야기,전개,일본,패전,1940년대,마스지,고택,노년,명망,화가,혼인,사건,전시,일본,군국주의,협력,예술,재능,낭비,과거,작가,주목,역사,대목,89년,나날,세종,확인,주인공,스티븐스,충직,집사,평생,달링턴,나치,협력자,작가,서술,주체,주인공들,기억,과거,독자,총체적,파악,과거,사이,거리,소설,묘미,최근작,95년,위로,사람들,프레스21,작가,상상력,지평,동부유럽,익명도시,연주회,방문,피아니스트,라이더,현실,체험,작가,현대인,불안,연계,예술가,존재론,탐색,가즈오,매력,유럽,일본,다문화체험,소유자,현대,보편적,구체화,솜씨","일본,영국,가즈오,마스지,예술가,유럽,스티븐스,에츠코,달링턴,아이보리,이시구,제임스,이시구로,나가사키,미번역,구체화,pale,현대,라이더,동부유럽,문학상,개인사,생활습관,부커상,언덕풍경,존재론,나치,사람들,주인공들,익명도시"
1999-05-03,매일신문,'쟌니 스키키'와 나훈아,문화-전시_공연,"쟌니,스키키,나훈아,쟌니,스키키,나훈아,주말,대구,공연,대구시립오페라단,대구시,밀라노시,자매결연,축하,기념,공연,마스카니,카발레리아,루스티카나,푸치니,쟌니,스키키,문화,예술,회관,무대,4월,5월,무대,경북대,강대,2일,나훈,콘서트,공연,목전,문화,주소,공연,사흘,음악,애호가,발걸음,이태리,성악가,지역,성악가,열창,감상,입추,중년,관객,환호,박수,강당,나훈아,콘서트,IMF하,입장료,4만,6만,입장객들,차량,경대교,북새통,전자,특정,소수,문화,후자,다수,마당,구분,광경,문화,예술,부흥기,미래,학자,예견,나이스비트,예술,여가,수단,스포츠,정보산업,발달,예술,인생,의미,재조명,욕구,저서,메가트렌드,지적,예술,대중화,오페라,1990년대,대중화,예술품전시회,인생,충만감,관람객,우리나라,40~50대,세대,특정,소수,제외,체면치레,예술,문화,접근,나훈아,열광,세계화,시대,문화예술,부흥기,세대,주역,문화,예술,향기,문화,예술,회관,오페라,공연장,초등,남매,어머니,쟌니,스키키,카발레리아,루스티카나,설명,광경,고등학생,음악,전공,예술고생들,문화,예술적,감각,성인,하루,훈습,인격형성,도움,자식들,피아노학원,미술학원,부모,극성,학년,아이들,청소년,연예인,오락,걱정,공부,머리,문화,예술,현장,자녀들,습관,부모,세대,나훈아,앙코르,자식세대,쟌니,스키키,브라보,李忠熙","나훈아,스키키,쟌니,대구,성악가,루스티카나,경북대,카발레리아,대중화,부흥기,입장료,4만,6만,입장객들,입장객,연예인,인격형성,밀라노시,경대교,훈습,정보산업,아이들,대구시,자매결연,메가트렌드,재조명,오페라단,관람객,이태리,체면치레,발걸음,예술품,세계화"
